Chiplet ID,Tile ID,HW Type,Nbank,NW,NB,CM,Clock Frequency (Hz)
C1,T622,Mem Tile,26,1024,320,4,2000000000.0
C1,T624,Mem Tile,4,1024,320,4,2000000000.0
C1,T625,Mem Tile,26,1024,320,4,2000000000.0
C1,T627,Mem Tile,4,1024,320,4,2000000000.0
C1,T629,Mem Tile,7,1024,320,4,2000000000.0
C1,T631,Mem Tile,4,1024,320,4,2000000000.0
C1,T632,Mem Tile,4,1024,320,4,2000000000.0
C1,T634,Mem Tile,7,1024,320,4,2000000000.0
C1,T635,Mem Tile,52,1024,320,4,2000000000.0
C1,T637,Mem Tile,4,1024,320,4,2000000000.0
C1,T639,Mem Tile,4,1024,320,4,2000000000.0
C1,T640,Mem Tile,77,1024,320,4,2000000000.0
C1,T642,Mem Tile,10,1024,320,4,2000000000.0
C1,T643,Mem Tile,77,1024,320,4,2000000000.0
C1,T645,Mem Tile,10,1024,320,4,2000000000.0
C1,T647,Mem Tile,10,1024,320,4,2000000000.0
C1,T648,Mem Tile,77,1024,320,4,2000000000.0
C1,T650,Mem Tile,4,1024,320,4,2000000000.0
C1,T652,Mem Tile,4,1024,320,4,2000000000.0
C1,T653,Mem Tile,52,1024,320,4,2000000000.0
C1,T655,Mem Tile,7,1024,320,4,2000000000.0
C1,T656,Mem Tile,26,1024,320,4,2000000000.0
C1,T658,Mem Tile,4,1024,320,4,2000000000.0
C1,T659,Mem Tile,26,1024,320,4,2000000000.0
C1,T661,Mem Tile,4,1024,320,4,2000000000.0
C1,T663,Mem Tile,7,1024,320,4,2000000000.0
C1,T665,Mem Tile,4,1024,320,4,2000000000.0
C1,T666,Mem Tile,4,1024,320,4,2000000000.0
C1,T668,Mem Tile,7,1024,320,4,2000000000.0
C1,T669,Mem Tile,52,1024,320,4,2000000000.0
C1,T671,Mem Tile,4,1024,320,4,2000000000.0
C1,T673,Mem Tile,4,1024,320,4,2000000000.0
C1,T674,Mem Tile,77,1024,320,4,2000000000.0
C1,T676,Mem Tile,10,1024,320,4,2000000000.0
C1,T677,Mem Tile,77,1024,320,4,2000000000.0
C1,T679,Mem Tile,10,1024,320,4,2000000000.0
C1,T681,Mem Tile,10,1024,320,4,2000000000.0
C1,T682,Mem Tile,77,1024,320,4,2000000000.0
C1,T684,Mem Tile,4,1024,320,4,2000000000.0
C1,T686,Mem Tile,4,1024,320,4,2000000000.0
C1,T687,Mem Tile,52,1024,320,4,2000000000.0
C1,T689,Mem Tile,7,1024,320,4,2000000000.0
C1,T690,Mem Tile,26,1024,320,4,2000000000.0
C1,T692,Mem Tile,4,1024,320,4,2000000000.0
C1,T693,Mem Tile,26,1024,320,4,2000000000.0
C1,T695,Mem Tile,4,1024,320,4,2000000000.0
C1,T697,Mem Tile,7,1024,320,4,2000000000.0
C1,T699,Mem Tile,4,1024,320,4,2000000000.0
C1,T700,Mem Tile,4,1024,320,4,2000000000.0
C1,T702,Mem Tile,7,1024,320,4,2000000000.0
C1,T703,Mem Tile,52,1024,320,4,2000000000.0
C1,T705,Mem Tile,4,1024,320,4,2000000000.0
C1,T707,Mem Tile,4,1024,320,4,2000000000.0
C1,T708,Mem Tile,77,1024,320,4,2000000000.0
C1,T710,Mem Tile,10,1024,320,4,2000000000.0
C1,T711,Mem Tile,77,1024,320,4,2000000000.0
C1,T713,Mem Tile,10,1024,320,4,2000000000.0
C1,T715,Mem Tile,10,1024,320,4,2000000000.0
C1,T716,Mem Tile,77,1024,320,4,2000000000.0
C1,T718,Mem Tile,4,1024,320,4,2000000000.0
C1,T720,Mem Tile,4,1024,320,4,2000000000.0
C1,T721,Mem Tile,52,1024,320,4,2000000000.0
C1,T723,Mem Tile,7,1024,320,4,2000000000.0
C1,T724,Mem Tile,26,1024,320,4,2000000000.0
C1,T726,Mem Tile,4,1024,320,4,2000000000.0
C1,T727,Mem Tile,26,1024,320,4,2000000000.0
C1,T729,Mem Tile,4,1024,320,4,2000000000.0
C1,T731,Mem Tile,7,1024,320,4,2000000000.0
C1,T733,Mem Tile,4,1024,320,4,2000000000.0
C1,T734,Mem Tile,4,1024,320,4,2000000000.0
